epoch,lr-AdamW,step,test_loss,test_top1,test_top3,test_top5,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5
,0.001,0,,,,,,,,,,,,
0,,19,,,,,,,,,3.367405414581299,3.4482758045196533,10.344827651977539,17.241378784179688
0,,19,,,,,3.3593428134918213,1.477832555770874,7.717569828033447,12.643677711486816,,,,
,0.001,20,,,,,,,,,,,,
1,,39,,,,,,,,,3.367724895477295,3.4482758045196533,10.344827651977539,17.241378784179688
1,,39,,,,,3.3361551761627197,3.4482758045196533,8.866994857788086,13.628899574279785,,,,
,0.001,40,,,,,,,,,,,,
2,,59,,,,,,,,,3.3680171966552734,3.4482758045196533,10.344827651977539,17.241378784179688
2,,59,,,,,3.336465835571289,3.4482758045196533,10.509031295776367,15.435139656066895,,,,
,0.001,60,,,,,,,,,,,,
3,,79,,,,,,,,,3.3680105209350586,3.4482758045196533,10.344827651977539,17.241378784179688
3,,79,,,,,3.336088180541992,3.284072160720825,10.673234939575195,14.285714149475098,,,,
,0.001,80,,,,,,,,,,,,
4,,99,,,,,,,,,3.3680171966552734,3.4482758045196533,10.344827651977539,17.241378784179688
4,,99,,,,,3.3360021114349365,3.4482758045196533,9.35960578918457,16.420360565185547,,,,
,0.0007,100,,,,,,,,,,,,
5,,119,,,,,,,,,3.3680036067962646,3.4482758045196533,10.344827651977539,17.241378784179688
5,,119,,,,,3.33540678024292,3.4482758045196533,9.195402145385742,16.748767852783203,,,,
,0.0007,120,,,,,,,,,,,,
6,,139,,,,,,,,,3.36804461479187,3.4482758045196533,10.344827651977539,17.241378784179688
6,,139,,,,,3.3353569507598877,3.4482758045196533,10.344827651977539,16.748767852783203,,,,
,0.0007,140,,,,,,,,,,,,
7,,159,,,,,,,,,3.3679776191711426,3.4482758045196533,10.344827651977539,17.241378784179688
7,,159,,,,,3.335453510284424,3.4482758045196533,10.344827651977539,17.569786071777344,,,,
,0.0007,160,,,,,,,,,,,,
8,,179,,,,,,,,,3.368115186691284,3.4482758045196533,10.344827651977539,17.241378784179688
8,,179,,,,,3.335374593734741,3.284072160720825,10.344827651977539,16.584564208984375,,,,
,0.0007,180,,,,,,,,,,,,
9,,199,,,,,,,,,3.368178606033325,3.4482758045196533,10.344827651977539,17.241378784179688
9,,199,,,,,3.33546781539917,3.4482758045196533,11.001642227172852,16.25615692138672,,,,
,0.00049,200,,,,,,,,,,,,
10,,219,,,,,,,,,3.3682408332824707,3.4482758045196533,10.344827651977539,17.241378784179688
10,,219,,,,,3.3351848125457764,3.4482758045196533,10.509031295776367,17.405582427978516,,,,
,0.00049,220,,,,,,,,,,,,
11,,239,,,,,,,,,3.368389844894409,3.4482758045196533,10.344827651977539,17.241378784179688
11,,239,,,,,3.3351285457611084,3.9408867359161377,10.344827651977539,17.241378784179688,,,,
,0.00049,240,,,,,,,,,,,,
12,,259,,,,,,,,,3.3682851791381836,3.4482758045196533,10.344827651977539,17.241378784179688
12,,259,,,,,3.3350977897644043,3.4482758045196533,10.344827651977539,16.25615692138672,,,,
,0.00049,260,,,,,,,,,,,,
13,,279,,,,,,,,,3.368222951889038,3.4482758045196533,10.344827651977539,17.241378784179688
13,,279,,,,,3.335418701171875,3.4482758045196533,10.344827651977539,17.405582427978516,,,,
,0.00049,280,,,,,,,,,,,,
14,,299,,,,,,,,,3.3683180809020996,3.4482758045196533,10.344827651977539,17.241378784179688
14,,299,,,,,3.33551025390625,2.955665111541748,10.344827651977539,17.241378784179688,,,,
,0.000343,300,,,,,,,,,,,,
15,,319,,,,,,,,,3.368201494216919,3.4482758045196533,10.344827651977539,17.241378784179688
15,,319,,,,,3.335211753845215,3.4482758045196533,10.344827651977539,17.241378784179688,,,,
,0.000343,320,,,,,,,,,,,,
16,,339,,,,,,,,,3.368257761001587,3.4482758045196533,10.344827651977539,17.241378784179688
16,,339,,,,,3.33502197265625,3.4482758045196533,10.344827651977539,17.241378784179688,,,,
,0.000343,340,,,,,,,,,,,,
17,,359,,,,,,,,,3.3681509494781494,3.4482758045196533,10.344827651977539,17.241378784179688
17,,359,,,,,3.3349246978759766,3.4482758045196533,10.344827651977539,17.241378784179688,,,,
,0.000343,360,,,,,,,,,,,,
18,,379,,,,,,,,,3.368136405944824,3.4482758045196533,10.344827651977539,17.241378784179688
18,,379,,,,,3.3350231647491455,3.4482758045196533,10.344827651977539,16.748767852783203,,,,
,0.000343,380,,,,,,,,,,,,
19,,399,,,,,,,,,3.368079662322998,3.4482758045196533,10.344827651977539,17.241378784179688
19,,399,,,,,3.3348307609558105,3.4482758045196533,10.344827651977539,17.241378784179688,,,,
20,,400,,,,,,,,,3.368079662322998,3.4482758045196533,10.344827651977539,17.241378784179688
20,,400,3.368079900741577,3.4482758045196533,10.344827651977539,17.241378784179688,,,,,,,,
