epoch,lr-AdamW,step,test_loss,test_top1,test_top3,test_top5,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5
,0.001,0,,,,,,,,,,,,
0,,11,,,,,,,,,3.296492576599121,3.7037036418914795,11.11111068725586,18.518518447875977
0,,11,,,,,3.3285770416259766,1.5873016119003296,5.2910051345825195,12.169312477111816,,,,
,0.001,12,,,,,,,,,,,,
1,,23,,,,,,,,,3.2961313724517822,3.7037036418914795,11.11111068725586,18.518518447875977
1,,23,,,,,3.3034510612487793,2.1164021492004395,5.55555534362793,13.492063522338867,,,,
,0.001,24,,,,,,,,,,,,
2,,35,,,,,,,,,3.2958664894104004,2.4691357612609863,11.11111068725586,18.518518447875977
2,,35,,,,,3.3022987842559814,3.4391534328460693,10.582010269165039,16.931217193603516,,,,
,0.001,36,,,,,,,,,,,,
3,,47,,,,,,,,,3.2959842681884766,3.7037036418914795,11.11111068725586,18.518518447875977
3,,47,,,,,3.300011157989502,2.6455025672912598,7.936507701873779,12.962963104248047,,,,
,0.001,48,,,,,,,,,,,,
4,,59,,,,,,,,,3.2959277629852295,3.7037036418914795,11.11111068725586,18.518518447875977
4,,59,,,,,3.3000965118408203,2.1164021492004395,6.349206447601318,11.11111068725586,,,,
,0.001,60,,,,,,,,,,,,
5,,71,,,,,,,,,3.2959561347961426,3.7037036418914795,11.11111068725586,18.518518447875977
5,,71,,,,,3.2990288734436035,2.1164021492004395,7.142857074737549,13.756613731384277,,,,
,0.001,72,,,,,,,,,,,,
6,,83,,,,,,,,,3.295973300933838,3.7037036418914795,11.11111068725586,18.518518447875977
6,,83,,,,,3.29868483543396,1.5873016119003296,8.201058387756348,15.873015403747559,,,,
,0.001,84,,,,,,,,,,,,
7,,95,,,,,,,,,3.2959771156311035,3.7037036418914795,11.11111068725586,18.518518447875977
7,,95,,,,,3.2990810871124268,2.3809523582458496,8.201058387756348,13.227513313293457,,,,
,0.001,96,,,,,,,,,,,,
8,,107,,,,,,,,,3.295926332473755,3.7037036418914795,11.11111068725586,18.518518447875977
8,,107,,,,,3.2989959716796875,3.7037036418914795,8.730158805847168,13.227513313293457,,,,
,0.001,108,,,,,,,,,,,,
9,,119,,,,,,,,,3.295961380004883,3.7037036418914795,11.11111068725586,18.518518447875977
9,,119,,,,,3.298626661300659,3.7037036418914795,8.201058387756348,14.021163940429688,,,,
,0.001,120,,,,,,,,,,,,
10,,131,,,,,,,,,3.2958991527557373,3.7037036418914795,11.11111068725586,18.518518447875977
10,,131,,,,,3.29862117767334,1.0582010746002197,6.084656238555908,14.285714149475098,,,,
,0.001,132,,,,,,,,,,,,
11,,143,,,,,,,,,3.2959282398223877,3.7037036418914795,11.11111068725586,18.518518447875977
11,,143,,,,,3.2989253997802734,2.1164021492004395,8.730158805847168,14.550264358520508,,,,
,0.001,144,,,,,,,,,,,,
12,,155,,,,,,,,,3.295931100845337,3.7037036418914795,11.11111068725586,18.518518447875977
12,,155,,,,,3.298661470413208,3.174603223800659,6.878306865692139,14.285714149475098,,,,
,0.001,156,,,,,,,,,,,,
13,,167,,,,,,,,,3.295924425125122,3.7037036418914795,11.11111068725586,18.518518447875977
13,,167,,,,,3.2980728149414062,1.8518518209457397,7.936507701873779,15.079364776611328,,,,
,0.001,168,,,,,,,,,,,,
14,,179,,,,,,,,,3.2959089279174805,3.7037036418914795,11.11111068725586,18.518518447875977
14,,179,,,,,3.2979989051818848,2.910053014755249,10.317460060119629,16.402116775512695,,,,
,0.001,180,,,,,,,,,,,,
15,,191,,,,,,,,,3.2959797382354736,3.7037036418914795,11.11111068725586,18.518518447875977
15,,191,,,,,3.2993786334991455,3.4391534328460693,8.730158805847168,13.492063522338867,,,,
,0.001,192,,,,,,,,,,,,
16,,203,,,,,,,,,3.295957565307617,3.7037036418914795,11.11111068725586,18.518518447875977
16,,203,,,,,3.2983031272888184,3.4391534328460693,7.407407283782959,14.021163940429688,,,,
,0.001,204,,,,,,,,,,,,
17,,215,,,,,,,,,3.2959821224212646,3.7037036418914795,11.11111068725586,18.518518447875977
17,,215,,,,,3.2990148067474365,2.1164021492004395,8.201058387756348,13.492063522338867,,,,
,0.001,216,,,,,,,,,,,,
18,,227,,,,,,,,,3.295923948287964,3.7037036418914795,11.11111068725586,18.518518447875977
18,,227,,,,,3.298663377761841,2.6455025672912598,9.523809432983398,14.021163940429688,,,,
,0.001,228,,,,,,,,,,,,
19,,239,,,,,,,,,3.2959134578704834,3.7037036418914795,11.11111068725586,18.518518447875977
19,,239,,,,,3.298068046569824,1.8518518209457397,8.465608596801758,16.13756561279297,,,,
20,,240,,,,,,,,,3.2959134578704834,3.7037036418914795,11.11111068725586,18.518518447875977
20,,240,3.2959134578704834,3.7037036418914795,11.11111068725586,18.518518447875977,,,,,,,,
