epoch,lr-AdamW,step,test_loss,test_top1,test_top3,test_top5,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5
,0.001,0,,,,,,,,,,,,
0,,8,,,,,,,,,3.5194144248962402,4.398148059844971,23.070987701416016,29.7260799407959
0,,8,,,,,3.5612523555755615,1.3741086721420288,4.4908447265625,13.04111385345459,,,,
,0.001,9,,,,,,,,,,,,
1,,17,,,,,,,,,3.4097704887390137,13.425926208496094,41.12654495239258,59.567901611328125
1,,17,,,,,3.4853174686431885,11.482491493225098,28.80024528503418,38.79924011230469,,,,
,0.001,18,,,,,,,,,,,,
2,,26,,,,,,,,,3.097228527069092,33.391204833984375,56.34645080566406,65.14274597167969
2,,26,,,,,3.2845702171325684,30.470970153808594,54.182594299316406,66.95633697509766,,,,
,0.001,27,,,,,,,,,,,,
3,,35,,,,,,,,,2.5463225841522217,35.41666793823242,95.71759033203125,97.85879516601562
3,,35,,,,,2.8450870513916016,39.78544235229492,66.2899169921875,82.42218017578125,,,,
,0.001,36,,,,,,,,,,,,
4,,44,,,,,,,,,2.0373575687408447,60.62885665893555,97.74305725097656,100.0
4,,44,,,,,2.2640063762664795,48.46394348144531,84.1802978515625,95.16771697998047,,,,
,0.001,45,,,,,,,,,,,,
5,,53,,,,,,,,,1.604313611984253,75.98379516601562,97.74305725097656,97.74305725097656
5,,53,,,,,1.7059212923049927,70.98738098144531,94.55118560791016,98.03094482421875,,,,
,0.001,54,,,,,,,,,,,,
6,,62,,,,,,,,,1.3076122999191284,86.80555725097656,97.85879516601562,100.0
6,,62,,,,,1.2857149839401245,82.65131378173828,96.71311950683594,98.84483337402344,,,,
,0.001,63,,,,,,,,,,,,
7,,71,,,,,,,,,1.124982237815857,88.94676208496094,95.60185241699219,97.74305725097656
7,,71,,,,,0.9453701376914978,91.56253051757812,100.0,100.0,,,,
,0.001,72,,,,,,,,,,,,
8,,80,,,,,,,,,0.7338836789131165,95.48611450195312,100.0,100.0
8,,80,,,,,0.7560657262802124,92.0055923461914,100.0,100.0,,,,
,0.001,81,,,,,,,,,,,,
9,,89,,,,,,,,,0.6344119906425476,91.20370483398438,100.0,100.0
9,,89,,,,,0.5301464200019836,96.76069641113281,100.0,100.0,,,,
,0.001,90,,,,,,,,,,,,
10,,98,,,,,,,,,0.6166836619377136,88.94676208496094,97.74305725097656,100.0
10,,98,,,,,0.41712549328804016,95.17977905273438,100.0,100.0,,,,
,0.001,99,,,,,,,,,,,,
11,,107,,,,,,,,,0.4833862781524658,95.48611450195312,100.0,100.0
11,,107,,,,,0.31350597739219666,99.32545471191406,100.0,100.0,,,,
,0.001,108,,,,,,,,,,,,
12,,116,,,,,,,,,0.3913053870201111,93.34490966796875,97.74305725097656,100.0
12,,116,,,,,0.24379825592041016,100.0,100.0,100.0,,,,
,0.001,117,,,,,,,,,,,,
13,,125,,,,,,,,,0.3856493830680847,93.34490966796875,100.0,100.0
13,,125,,,,,0.19739533960819244,99.41358947753906,100.0,100.0,,,,
,0.001,126,,,,,,,,,,,,
14,,134,,,,,,,,,0.30930694937705994,93.34490966796875,100.0,100.0
14,,134,,,,,0.13207750022411346,100.0,100.0,100.0,,,,
,0.001,135,,,,,,,,,,,,
15,,143,,,,,,,,,0.2655866742134094,93.34490966796875,100.0,100.0
15,,143,,,,,0.1096981093287468,100.0,100.0,100.0,,,,
,0.001,144,,,,,,,,,,,,
16,,152,,,,,,,,,0.2334984689950943,93.34490966796875,100.0,100.0
16,,152,,,,,0.08847689628601074,100.0,100.0,100.0,,,,
,0.001,153,,,,,,,,,,,,
17,,161,,,,,,,,,0.21927550435066223,93.34490966796875,100.0,100.0
17,,161,,,,,0.07768870145082474,100.0,100.0,100.0,,,,
,0.001,162,,,,,,,,,,,,
18,,170,,,,,,,,,0.1917143017053604,93.34490966796875,100.0,100.0
18,,170,,,,,0.06862793862819672,100.0,100.0,100.0,,,,
,0.001,171,,,,,,,,,,,,
19,,179,,,,,,,,,0.2123516947031021,93.34490966796875,100.0,100.0
19,,179,,,,,0.05646654590964317,100.0,100.0,100.0,,,,
20,,180,,,,,,,,,0.2123516947031021,93.34490966796875,100.0,100.0
20,,180,0.2452801614999771,91.73627471923828,98.00619506835938,100.0,,,,,,,,
