train_g2p_perceptual,train_g2p_dtw,train_loss,train_phoneme_acc,val_g2p_perceptual,val_g2p_dtw,val_loss,val_phoneme_acc,epoch
3.4005701541900635,214.43714904785156,216.13743591308594,0.125,3.4019393920898438,211.758056640625,213.45904541015625,0.0778084471821785,0
3.398365020751953,212.13902282714844,213.8382110595703,0.0,3.4001476764678955,211.2703094482422,212.9703826904297,0.058356333523988724,1
3.396242618560791,209.5730743408203,211.2711944580078,0.125,3.3970682621002197,210.6304473876953,212.32896423339844,0.0778084471821785,2
3.383960723876953,207.09637451171875,208.78836059570312,0.0,3.3923418521881104,209.62461853027344,211.32078552246094,0.05741186439990997,3
3.4122650623321533,208.51809692382812,210.22422790527344,0.0,3.3830478191375732,207.61257934570312,209.30410766601562,0.018507644534111023,4
3.354586601257324,197.79193115234375,199.46922302246094,0.0625,3.371098518371582,204.0054473876953,205.69097900390625,0.018507644534111023,5
3.3666653633117676,200.80093383789062,202.48426818847656,0.0,3.3586971759796143,199.9686737060547,201.64801025390625,0.018507644534111023,6
3.3765087127685547,198.66397094726562,200.3522186279297,0.0,3.306274652481079,195.66331481933594,197.31646728515625,0.018507644534111023,7
3.1983466148376465,189.93017578125,191.5293426513672,0.0625,3.21498441696167,189.99624633789062,191.60372924804688,0.018507644534111023,8
3.1849172115325928,185.994384765625,187.5868377685547,0.0,3.0863990783691406,182.58456420898438,184.12777709960938,0.018507644534111023,9
2.8691415786743164,166.98275756835938,168.41732788085938,0.0,2.9812421798706055,177.4822998046875,178.97288513183594,0.06868675351142883,10
2.907541275024414,162.26971435546875,163.72348022460938,0.1875,2.8417181968688965,170.74453735351562,172.1653594970703,0.10664650797843933,11
2.7292051315307617,159.69845581054688,161.0630645751953,0.1875,2.731731414794922,164.61972045898438,165.98561096191406,0.11590033024549484,12
2.52424693107605,155.83477783203125,157.09690856933594,0.0625,2.638245105743408,159.60984802246094,160.92897033691406,0.1599232703447342,13
2.7255921363830566,153.00767517089844,154.37046813964844,0.25,2.5547287464141846,154.1426544189453,155.42002868652344,0.14047116041183472,14
2.488140344619751,145.56768798828125,146.81175231933594,0.375,2.531226873397827,152.64981079101562,153.91543579101562,0.22658894956111908,15
2.4703919887542725,135.77987670898438,137.01507568359375,0.25,2.4368813037872314,147.64877319335938,148.86720275878906,0.2473607212305069,16
2.2240428924560547,128.16104125976562,129.27305603027344,0.4375,2.2927405834198,138.89309692382812,140.0394744873047,0.3166656792163849,17
2.1840262413024902,128.905029296875,129.99703979492188,0.4375,2.2420384883880615,136.85740661621094,137.97842407226562,0.30811330676078796,18
2.052838087081909,128.1075439453125,129.1339569091797,0.4375,2.1296403408050537,131.3846435546875,132.44944763183594,0.3876165747642517,19
2.154104232788086,124.3872299194336,125.46427917480469,0.5625,2.062593698501587,127.18865966796875,128.21995544433594,0.44742467999458313,20
1.9036662578582764,121.36355590820312,122.31539154052734,0.5625,1.9557539224624634,123.01949310302734,123.99737548828125,0.5487762689590454,21
1.8117035627365112,121.74092102050781,122.64677429199219,0.5625,1.8923407793045044,118.71195983886719,119.65813446044922,0.48872512578964233,22
1.6767501831054688,98.25008392333984,99.08845520019531,0.5625,1.858341932296753,117.7178726196289,118.64704132080078,0.5370152592658997,23
1.930687665939331,107.00534057617188,107.97068786621094,0.5625,1.7625582218170166,111.97286987304688,112.8541488647461,0.6150668263435364,24
1.6820225715637207,115.55055236816406,116.39156341552734,0.625,1.7146267890930176,109.7839584350586,110.64126586914062,0.6165185570716858,25
1.6113862991333008,92.40834045410156,93.21403503417969,0.75,1.6692744493484497,106.24352264404297,107.07816314697266,0.6162755489349365,26
1.4934003353118896,95.1615982055664,95.90829467773438,0.625,1.6264573335647583,103.34459686279297,104.15782928466797,0.5646446347236633,27
1.4601340293884277,102.913818359375,103.64388275146484,0.875,1.5509411096572876,100.3900375366211,101.16551208496094,0.7585524320602417,28
1.8573602437973022,111.98849487304688,112.91717529296875,0.5,1.5242705345153809,98.24423217773438,99.00636291503906,0.6865249276161194,29
1.6258465051651,103.62281036376953,104.43572998046875,0.75,1.4951527118682861,98.32063293457031,99.06820678710938,0.7989084720611572,30
1.359057068824768,80.41617584228516,81.095703125,0.75,1.4052448272705078,92.16078186035156,92.86341094970703,0.7883349657058716,31
1.1581658124923706,87.6959457397461,88.27503204345703,1.0,1.378610372543335,89.79642486572266,90.4857406616211,0.7790811061859131,32
1.483382225036621,89.36360168457031,90.10529327392578,0.8125,1.3482134342193604,88.32453155517578,88.99864196777344,0.8582092523574829,33
