train_g2p_perceptual,train_g2p_dtw,train_loss,train_phoneme_acc,val_g2p_perceptual,val_g2p_dtw,val_loss,val_phoneme_acc,epoch
3.3989505767822266,230.4239501953125,232.12342834472656,0.125,3.400264263153076,223.45025634765625,225.15040588378906,0.03010747767984867,0
3.3963990211486816,231.49606323242188,233.1942596435547,0.0,3.395540714263916,222.91188049316406,224.60963439941406,0.03010747767984867,1
3.394596815109253,225.5236053466797,227.2209014892578,0.0,3.382657051086426,221.8352813720703,223.526611328125,0.03010747767984867,2
3.3392257690429688,213.7552947998047,215.42491149902344,0.25,3.333822250366211,218.45718383789062,220.1240997314453,0.11149802803993225,3
3.2807092666625977,218.07952880859375,219.71987915039062,0.125,3.1908576488494873,209.945068359375,211.5404815673828,0.09280867129564285,4
3.1100332736968994,203.18753051757812,204.7425537109375,0.125,3.0106306076049805,202.7750701904297,204.28038024902344,0.1015341579914093,5
2.976231098175049,201.29920959472656,202.78732299804688,0.125,2.901228427886963,198.722412109375,200.17298889160156,0.08410684764385223,6
2.9965696334838867,199.1441650390625,200.6424560546875,0.125,2.9054057598114014,198.49681091308594,199.94952392578125,0.06958803534507751,7
2.931764841079712,190.060302734375,191.52618408203125,0.125,2.809818983078003,192.9176788330078,194.32261657714844,0.09867300093173981,8
3.086925983428955,194.2211456298828,195.7646026611328,0.0,2.817107915878296,192.7932891845703,194.20184326171875,0.09103819727897644,9
2.815203905105591,185.797119140625,187.20472717285156,0.125,2.7391164302825928,189.7667694091797,191.13632202148438,0.0748937726020813,10
2.745802640914917,188.15234375,189.52523803710938,0.125,2.7223501205444336,188.2360382080078,189.59719848632812,0.09078067541122437,11
2.780367612838745,191.89675903320312,193.2869415283203,0.25,2.6903533935546875,186.6683807373047,188.0135498046875,0.0748937726020813,12
2.58695650100708,173.22413635253906,174.51760864257812,0.125,2.705414056777954,186.72171020507812,188.07443237304688,0.08703901618719101,13
2.847136974334717,183.13009643554688,184.5536651611328,0.25,2.6971983909606934,187.26675415039062,188.6153564453125,0.07598445564508438,14
3.1943106651306152,196.825439453125,198.42259216308594,0.125,2.6998493671417236,186.0141143798828,187.36404418945312,0.12116272002458572,15
2.8780503273010254,197.75634765625,199.19537353515625,0.0,2.67006516456604,183.87123107910156,185.20626831054688,0.11117801815271378,16
2.351372480392456,165.39739990234375,166.57308959960938,0.375,2.6420538425445557,182.9834747314453,184.30453491210938,0.1278403252363205,17
2.843879461288452,182.47784423828125,183.8997802734375,0.0,2.678253650665283,186.49285888671875,187.83197021484375,0.10080324113368988,18
2.811892032623291,187.4978485107422,188.90379333496094,0.25,2.6069326400756836,182.35101318359375,183.6544952392578,0.1162063404917717,19
2.6833648681640625,179.20848083496094,180.5501708984375,0.125,2.633157253265381,183.07919311523438,184.395751953125,0.13279670476913452,20
3.002826690673828,197.9261474609375,199.4275665283203,0.0,2.598233222961426,180.98724365234375,182.286376953125,0.12407121062278748,21
2.5436878204345703,181.58062744140625,182.85247802734375,0.375,2.572916269302368,179.89370727539062,181.18014526367188,0.12458246946334839,22
2.339179515838623,173.34591674804688,174.5155029296875,0.125,2.5430617332458496,178.5813751220703,179.85289001464844,0.16108636558055878,23
2.4068007469177246,162.09637451171875,163.29977416992188,0.25,2.499943256378174,175.09527587890625,176.3452606201172,0.14145402610301971,24
2.406270742416382,168.9049835205078,170.10812377929688,0.375,2.4535841941833496,172.86465454101562,174.09144592285156,0.1825365275144577,25
2.2989096641540527,163.5461883544922,164.69564819335938,0.5,2.3885958194732666,168.58966064453125,169.78396606445312,0.22441431879997253,26
1.7936103343963623,135.51971435546875,136.41651916503906,0.625,2.3435113430023193,166.81605529785156,167.98782348632812,0.20472611486911774,27
2.5194284915924072,173.3671112060547,174.6268310546875,0.5,2.364802837371826,167.0504150390625,168.23281860351562,0.2477627694606781,28
2.1072492599487305,155.70928955078125,156.76290893554688,0.375,2.267477512359619,163.57354736328125,164.707275390625,0.27915313839912415,29
2.50984525680542,172.53924560546875,173.79417419433594,0.25,2.2403876781463623,161.1557159423828,162.27590942382812,0.35331976413726807,30
2.6993021965026855,180.0272216796875,181.3768768310547,0.125,2.1310460567474365,155.323974609375,156.38949584960938,0.40268468856811523,31
1.890124797821045,141.7447509765625,142.6898193359375,0.375,2.1583430767059326,156.50575256347656,157.5849151611328,0.23794659972190857,32
2.489330291748047,186.23802185058594,187.48268127441406,0.375,2.144805431365967,156.31190490722656,157.38430786132812,0.33956122398376465,33
2.223735809326172,156.68515014648438,157.79701232910156,0.375,2.0411579608917236,149.8751678466797,150.89572143554688,0.4277704656124115,34
2.1894936561584473,159.7446746826172,160.83941650390625,0.25,2.0739266872406006,153.06663513183594,154.10362243652344,0.37323614954948425,35
2.364201068878174,167.3225860595703,168.5046844482422,0.125,1.9302704334259033,143.3800048828125,144.3451385498047,0.4492206275463104,36
1.7346305847167969,137.41099548339844,138.27830505371094,0.625,1.9761534929275513,146.52200317382812,147.51007080078125,0.3562282621860504,37
1.9678518772125244,147.45541381835938,148.43934631347656,0.5,1.9402925968170166,145.6578826904297,146.62803649902344,0.38067877292633057,38
2.1940431594848633,154.7984161376953,155.8954315185547,0.25,1.8739949464797974,139.23739624023438,140.1743927001953,0.4655013680458069,39
1.9782108068466187,140.50088500976562,141.489990234375,0.375,1.77790105342865,134.97227478027344,135.86122131347656,0.4240969717502594,40
1.173952579498291,100.41613006591797,101.00310516357422,0.75,1.854960560798645,141.15904235839844,142.08651733398438,0.4484896957874298,41
1.5696892738342285,127.824462890625,128.60931396484375,0.625,1.7403430938720703,133.2668914794922,134.13706970214844,0.4161364734172821,42
1.5800330638885498,126.156005859375,126.9460220336914,0.375,1.6922911405563354,130.91864013671875,131.7647705078125,0.4627339541912079,43
1.7966418266296387,142.03407287597656,142.93238830566406,0.375,1.7460837364196777,134.78179931640625,135.65484619140625,0.45798397064208984,44
1.9196664094924927,149.97235107421875,150.93218994140625,0.25,1.8359935283660889,141.34649658203125,142.26449584960938,0.4037185609340668,45
2.0458226203918457,161.6767578125,162.69967651367188,0.5,1.5279982089996338,122.1192626953125,122.88324737548828,0.4561282992362976,46
1.6761279106140137,138.16033935546875,138.99839782714844,0.25,1.5305507183074951,121.25812530517578,122.02340698242188,0.49577075242996216,47
1.6183617115020752,130.88327026367188,131.69244384765625,0.5,1.6195873022079468,127.43756866455078,128.24737548828125,0.49545925855636597,48
1.5029568672180176,115.44837951660156,116.19985961914062,0.375,1.543749213218689,121.79753875732422,122.56941223144531,0.5199097394943237,49
