epoch,lr-AdamW,step,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5
38,,233,,,,,3.044647693634033,4.761904716491699,14.285714149475098,23.809524536132812
38,,233,3.0446901321411133,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.125e-05,234,,,,,,,,
39,,239,,,,,3.0446434020996094,4.761904716491699,14.285714149475098,23.809524536132812
39,,239,3.0445737838745117,4.761904716491699,14.880952835083008,23.809524536132812,,,,
,1.5625e-05,240,,,,,,,,
40,,245,,,,,3.044642210006714,4.761904716491699,14.285714149475098,23.809524536132812
40,,245,3.0446321964263916,4.761904716491699,14.880952835083008,23.809524536132812,,,,
,1.5625e-05,246,,,,,,,,
41,,251,,,,,3.04464054107666,4.761904716491699,14.285714149475098,23.809524536132812
41,,251,3.044618606567383,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.5625e-05,252,,,,,,,,
42,,257,,,,,3.044639825820923,4.761904716491699,14.285714149475098,23.809524536132812
42,,257,3.0445022583007812,4.761904716491699,14.880952835083008,23.809524536132812,,,,
,1.5625e-05,258,,,,,,,,
43,,263,,,,,3.044640064239502,4.761904716491699,14.285714149475098,23.809524536132812
43,,263,3.0445988178253174,4.761904716491699,14.880952835083008,23.809524536132812,,,,
,1.5625e-05,264,,,,,,,,
44,,269,,,,,3.044639825820923,4.761904716491699,14.285714149475098,23.809524536132812
44,,269,3.0445711612701416,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.5625e-05,270,,,,,,,,
45,,275,,,,,3.0446388721466064,4.761904716491699,14.285714149475098,23.809524536132812
45,,275,3.0446090698242188,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,276,,,,,,,,
46,,281,,,,,3.044638156890869,4.761904716491699,14.285714149475098,23.809524536132812
46,,281,3.0445470809936523,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,282,,,,,,,,
47,,287,,,,,3.044637441635132,4.761904716491699,14.285714149475098,23.809524536132812
47,,287,3.0445189476013184,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,288,,,,,,,,
48,,293,,,,,3.0446362495422363,4.761904716491699,14.285714149475098,23.809524536132812
48,,293,3.044646978378296,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,294,,,,,,,,
49,,299,,,,,3.0446345806121826,4.761904716491699,14.285714149475098,23.809524536132812
49,,299,3.0445947647094727,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,300,,,,,,,,
50,,305,,,,,3.044632911682129,4.761904716491699,14.285714149475098,23.809524536132812
50,,305,3.044621706008911,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,7.8125e-06,306,,,,,,,,
51,,311,,,,,3.044631004333496,4.761904716491699,14.285714149475098,23.809524536132812
51,,311,3.044581890106201,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,312,,,,,,,,
52,,317,,,,,3.044630289077759,4.761904716491699,14.285714149475098,23.809524536132812
52,,317,3.0445988178253174,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,318,,,,,,,,
53,,323,,,,,3.0446295738220215,4.761904716491699,14.285714149475098,23.809524536132812
53,,323,3.044572353363037,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,324,,,,,,,,
54,,329,,,,,3.0446290969848633,4.761904716491699,14.285714149475098,23.809524536132812
54,,329,3.044571876525879,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,330,,,,,,,,
55,,335,,,,,3.044628620147705,4.761904716491699,14.285714149475098,23.809524536132812
55,,335,3.044504165649414,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,336,,,,,,,,
56,,341,,,,,3.044628620147705,4.761904716491699,14.285714149475098,23.809524536132812
56,,341,3.0446295738220215,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,3.90625e-06,342,,,,,,,,
57,,347,,,,,3.0446276664733887,4.761904716491699,14.285714149475098,23.809524536132812
57,,347,3.044504165649414,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.953125e-06,348,,,,,,,,
58,,353,,,,,3.0446276664733887,4.761904716491699,14.285714149475098,23.809524536132812
58,,353,3.044527769088745,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.953125e-06,354,,,,,,,,
59,,359,,,,,3.0446271896362305,4.761904716491699,14.285714149475098,23.809524536132812
59,,359,3.0445570945739746,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.953125e-06,360,,,,,,,,
60,,365,,,,,3.0446269512176514,4.761904716491699,14.285714149475098,23.809524536132812
60,,365,3.0445027351379395,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.953125e-06,366,,,,,,,,
61,,371,,,,,3.0446269512176514,4.761904716491699,14.285714149475098,23.809524536132812
61,,371,3.044630765914917,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,1.953125e-06,372,,,,,,,,
62,,377,,,,,3.044626474380493,4.761904716491699,14.285714149475098,23.809524536132812
62,,377,3.0445539951324463,4.761904716491699,14.880952835083008,23.809524536132812,,,,
,1.953125e-06,378,,,,,,,,
63,,383,,,,,3.044626235961914,4.761904716491699,14.285714149475098,23.809524536132812
63,,383,3.0446078777313232,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,384,,,,,,,,
64,,389,,,,,3.044626235961914,4.761904716491699,14.285714149475098,23.809524536132812
64,,389,3.04449462890625,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,390,,,,,,,,
65,,395,,,,,3.044625759124756,4.761904716491699,14.285714149475098,23.809524536132812
65,,395,3.044567823410034,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,396,,,,,,,,
66,,401,,,,,3.044625759124756,4.761904716491699,14.285714149475098,23.809524536132812
66,,401,3.0445430278778076,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,402,,,,,,,,
67,,407,,,,,3.044625759124756,4.761904716491699,14.285714149475098,23.809524536132812
67,,407,3.044611692428589,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,408,,,,,,,,
68,,413,,,,,3.044625759124756,4.761904716491699,14.285714149475098,23.809524536132812
68,,413,3.044607162475586,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,9.765625e-07,414,,,,,,,,
69,,419,,,,,3.044625759124756,4.761904716491699,14.285714149475098,23.809524536132812
69,,419,3.044571876525879,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,420,,,,,,,,
70,,425,,,,,3.0446255207061768,4.761904716491699,14.285714149475098,23.809524536132812
70,,425,3.0446431636810303,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,426,,,,,,,,
71,,431,,,,,3.0446255207061768,4.761904716491699,14.285714149475098,23.809524536132812
71,,431,3.0445170402526855,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,432,,,,,,,,
72,,437,,,,,3.0446255207061768,4.761904716491699,14.285714149475098,23.809524536132812
72,,437,3.0445966720581055,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,438,,,,,,,,
73,,443,,,,,3.0446252822875977,4.761904716491699,14.285714149475098,23.809524536132812
73,,443,3.0445635318756104,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,444,,,,,,,,
74,,449,,,,,3.0446252822875977,4.761904716491699,14.285714149475098,23.809524536132812
74,,449,3.044527769088745,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,4.8828125e-07,450,,,,,,,,
75,,455,,,,,3.0446250438690186,4.761904716491699,14.285714149475098,23.809524536132812
75,,455,3.0445284843444824,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,2.44140625e-07,456,,,,,,,,
76,,461,,,,,3.0446250438690186,4.761904716491699,14.285714149475098,23.809524536132812
76,,461,3.044520139694214,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,2.44140625e-07,462,,,,,,,,
77,,467,,,,,3.0446248054504395,4.761904716491699,14.285714149475098,23.809524536132812
77,,467,3.0445778369903564,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,2.44140625e-07,468,,,,,,,,
78,,473,,,,,3.0446250438690186,4.761904716491699,14.285714149475098,23.809524536132812
78,,473,3.044581413269043,4.761904716491699,14.285714149475098,23.809524536132812,,,,
,2.44140625e-07,474,,,,,,,,
79,,479,,,,,3.0446250438690186,4.761904716491699,14.285714149475098,23.809524536132812
79,,479,3.044609308242798,4.761904716491699,14.285714149475098,23.809524536132812,,,,
